-5.494427142285956966e-01,2.070196678027060311e-01,-3.550325557883811656e-01,5.511795093137912513e-17,0.000000000000000000e+00,1.088573627715236452e-16,-2.380755609609446488e-01,3.085357748416893142e-01,3.085357748416893142e-01,-9.856920803342535120e-02,5.219415053823680539e-01
-6.815266470510668029e-01,2.070196678027057535e-01,1.607835925654670650e-01,-3.765836701019995203e-17,3.330669073875469621e-16,-1.377211659169718026e-16,2.668492594322386946e-01,4.941185318711702190e-02,4.941185318711702190e-02,2.186602301240885005e-01,-5.855843550639869832e-01
-1.831475714095320284e-01,6.900655593423522804e-02,-1.183441852627935831e-01,-1.745958392117917310e-17,-8.164965809277261455e-01,2.886380314544818204e-17,-7.935852032031433245e-02,-3.579476280288064194e-01,-3.579476280288064194e-01,-1.200910220906631631e-01,6.364284968161901257e-02
-1.831475714095318064e-01,6.900655593423543621e-02,-1.183441852627933888e-01,1.493375862130454339e-16,4.082482904638630172e-01,7.071067811865476838e-01,-7.935852032031506798e-02,-3.579476280288063084e-01,-3.579476280288063084e-01,-1.200910220906633435e-01,6.364284968161895706e-02
-1.831475714095319174e-01,6.900655593423529743e-02,-1.183441852627938329e-01,-1.835166960505558229e-16,4.082482904638631838e-01,-7.071067811865472397e-01,-7.935852032031479042e-02,-3.579476280288063084e-01,-3.579476280288063084e-01,-1.200910220906631493e-01,6.364284968161953993e-02
-2.062343708562713873e-01,-2.070196678027068082e-01,6.858718794281597475e-01,4.341399800820473089e-17,-1.387778780781445676e-16,-2.309896881515348853e-17,-4.499241765806960558e-01,-7.076830066070714798e-02,-7.076830066070714798e-02,3.890842407376528533e-01,2.834702640684510500e-01
-1.320839328224710785e-01,-3.851086116668511750e-16,5.158161483538483694e-01,-7.235747007700605278e-18,2.775557561562891351e-16,-6.799969728013360733e-17,5.049248203931830936e-01,2.135644747359029608e-02,2.135644747359029608e-02,-6.077444708617412150e-01,3.021140909955360998e-01
-1.831475714095314455e-01,-6.210590034081188149e-01,-1.183441852627938884e-01,-2.059691199683053761e-17,-1.387778780781445676e-17,8.653409188842347982e-17,-7.935852032031480430e-02,5.353841503303534699e-01,-4.646158496696464746e-01,-1.945421203688264822e-01,-1.417351320342256082e-01
-1.831475714095314455e-01,-6.210590034081188149e-01,-1.183441852627938884e-01,-2.059691199683053761e-17,-1.387778780781445676e-17,8.653409188842347982e-17,-7.935852032031480430e-02,-4.646158496696464746e-01,5.353841503303534699e-01,-1.945421203688264822e-01,-1.417351320342256082e-01
-5.449856668786558223e-02,-2.070196678027062809e-01,-1.441999581685526333e-01,-7.071067811865474617e-01,2.151057110211240797e-16,4.440892098500626162e-16,4.377452383267820268e-01,-7.076830066070706471e-02,-7.076830066070706471e-02,3.890842407376530754e-01,2.834702640684511055e-01
-5.449856668786558223e-02,-2.070196678027062809e-01,-1.441999581685526333e-01,7.071067811865474617e-01,2.151057110211240797e-16,1.110223024625156540e-16,4.377452383267820268e-01,-7.076830066070709246e-02,-7.076830066070709246e-02,3.890842407376527423e-01,2.834702640684512165e-01
