111	155.392368457
104	155.350280867
85	155.306817817
91	155.278472335
96	155.278247396
86	155.275323491
106	155.21438681
118	155.213477091
84	155.205063957
90	155.203333694
87	155.191442336
88	155.167490862
72	155.165191955
127	155.158996993
89	155.154334802
56	155.14718199
65	155.144677675
128	155.14441681
117	155.115189542
71	155.100160653
116	155.044512676
130	155.01592604
66	155.009110252
55	154.937751926
110	154.877996516
124	154.872484863
129	154.861712369
13	154.85515414
68	154.809227344
101	154.752285327
50	154.705893757
54	154.699894842
105	154.681963936
98	154.613433902
75	154.47986026
76	154.443648753
35	154.443325498
80	154.429211007
79	154.383260186
97	154.381269347
107	154.342287524
102	154.268766227
34	154.255995683
123	154.206083709
74	154.192924794
103	154.179836946
100	154.007573561
52	153.968028212
126	153.959850634
62	153.929203562
61	153.895065525
125	153.824324291
73	153.725480983
47	153.698356831
51	153.65640009
48	153.65282282
58	153.623912396
27	153.597221471
57	153.52611399
26	153.521999873
28	153.501400221
31	153.47437255
49	153.417672191
120	153.415725625
113	153.348015282
29	153.223897046
0	153.22017379
12	153.207538565
43	153.195466846
30	153.183326419
1	153.167999186
60	153.133893765
9	153.12037279
38	153.093394817
67	153.072999926
112	153.060907709
115	153.039894366
44	153.036634611
70	152.942630226
19	152.922847827
8	152.916291173
83	152.900218383
82	152.897099041
18	152.844738879
114	152.831683787
2	152.81720203
45	152.806142669
78	152.805480305
39	152.779453576
33	152.765274076
36	152.748173745
93	152.745679008
11	152.741893812
32	152.741477187
53	152.739986212
122	152.736344616
64	152.698977117
92	152.635524683
94	152.634150826
3	152.525741268
69	152.522141949
81	152.521565235
37	152.418993608
119	152.389680205
95	152.342783627
59	152.279837836
63	152.243381768
121	152.028644259
14	151.630942648
7	151.090398115
15	150.542009178
42	150.462030707
25	150.42088852
46	150.307804
16	146.041410344
24	145.506738411
6	145.506738411
20	145.328514434
