111	-1
104	-1
85	-1
91	0
96	0
86	0
106	1
118	1
84	1
90	1
87	1
88	2
72	2
127	2
89	2
56	2
65	2
128	2
117	-1
71	-1
116	-1
130	-1
66	-1
55	-1
110	3
124	3
129	3
13	3
68	-1
101	-1
50	4
54	4
105	4
98	-1
75	-1
76	5
35	5
80	5
79	-1
97	-1
107	-1
102	-1
34	-1
123	6
74	6
103	6
100	-1
52	-1
126	-1
62	-1
61	-1
125	-1
73	-1
47	-1
51	-1
48	-1
58	-1
27	-1
57	-1
26	-1
28	-1
31	-1
49	-1
120	-1
113	-1
29	7
0	7
12	7
43	7
30	7
1	7
60	-1
9	-1
38	-1
67	-1
112	-1
115	-1
44	-1
70	8
19	8
8	8
83	8
82	8
18	9
114	9
2	9
45	9
78	9
39	10
33	10
36	10
93	10
11	10
32	10
53	10
122	10
64	-1
92	-1
94	-1
3	11
69	11
81	11
37	-1
119	-1
95	-1
59	-1
63	-1
121	-1
14	-1
7	-1
15	-1
42	-1
25	-1
46	-1
16	-1
24	-1
6	-1
20	-1
